N,rho_ent,P_ent,w_ent,conservation_residual
1.2200000000e+00,6.2295165071e-04,-6.1637361198e-04,-9.8944053087e-01,-3.2998366491e-08
1.2300000000e+00,6.2275458719e-04,-6.1619504872e-04,-9.8946689657e-01,-3.2915967625e-08
1.2400000000e+00,6.2255807783e-04,-6.1601698240e-04,-9.8949319644e-01,-3.2833752169e-08
1.2500000000e+00,6.2236212090e-04,-6.1583941152e-04,-9.8951943064e-01,-3.2751769748e-08
1.2600000000e+00,6.2216671470e-04,-6.1566233459e-04,-9.8954559934e-01,-3.2670039674e-08
1.2700000000e+00,6.2197185753e-04,-6.1548575008e-04,-9.8957170270e-01,-3.2588461485e-08
1.2800000000e+00,6.2177754769e-04,-6.1530965652e-04,-9.8959774088e-01,-3.2507043279e-08
1.2900000000e+00,6.2158378349e-04,-6.1513405241e-04,-9.8962371405e-01,-3.2425902404e-08
1.3000000000e+00,6.2139056326e-04,-6.1495893627e-04,-9.8964962237e-01,-3.2344958930e-08
1.3100000000e+00,6.2119788532e-04,-6.1478430662e-04,-9.8967546599e-01,-3.2264161003e-08
1.3200000000e+00,6.2100574798e-04,-6.1461016199e-04,-9.8970124509e-01,-3.2183619429e-08
1.3300000000e+00,6.2081414960e-04,-6.1443650090e-04,-9.8972695982e-01,-3.2103301451e-08
1.3400000000e+00,6.2062308851e-04,-6.1426332189e-04,-9.8975261034e-01,-3.2023077846e-08
1.3500000000e+00,6.2043256306e-04,-6.1409062351e-04,-9.8977819682e-01,-3.1943124909e-08
1.3600000000e+00,6.2024257159e-04,-6.1391840430e-04,-9.8980371941e-01,-3.1863395908e-08
1.3700000000e+00,6.2005311247e-04,-6.1374666281e-04,-9.8982917828e-01,-3.1783844095e-08
1.3800000000e+00,6.1986418407e-04,-6.1357539759e-04,-9.8985457357e-01,-3.1704472474e-08
1.3900000000e+00,6.1967578474e-04,-6.1340460722e-04,-9.8987990546e-01,-3.1625290369e-08
1.4000000000e+00,6.1948791287e-04,-6.1323429025e-04,-9.8990517410e-01,-3.1546361835e-08
1.4100000000e+00,6.1930056684e-04,-6.1306444525e-04,-9.8993037964e-01,-3.1467586627e-08
1.4200000000e+00,6.1911374504e-04,-6.1289507081e-04,-9.8995552225e-01,-3.1388969288e-08
1.4300000000e+00,6.1892744586e-04,-6.1272616550e-04,-9.8998060209e-01,-3.1310622182e-08
1.4400000000e+00,6.1874166769e-04,-6.1255772790e-04,-9.9000561930e-01,-3.1232457259e-08
1.4500000000e+00,6.1855640894e-04,-6.1238975662e-04,-9.9003057404e-01,-3.1154456209e-08
1.4600000000e+00,6.1837166802e-04,-6.1222225024e-04,-9.9005546648e-01,-3.1076672759e-08
1.4700000000e+00,6.1818744334e-04,-6.1205520736e-04,-9.9008029676e-01,-3.0999102143e-08
1.4800000000e+00,6.1800373333e-04,-6.1188862659e-04,-9.9010506505e-01,-3.0921685733e-08
1.4900000000e+00,6.1782053642e-04,-6.1172250654e-04,-9.9012977149e-01,-3.0844444297e-08
1.5000000000e+00,6.1763785102e-04,-6.1155684582e-04,-9.9015441624e-01,-3.0767483301e-08
1.5100000000e+00,6.1745567558e-04,-6.1139164306e-04,-9.9017899946e-01,-3.0690639991e-08
1.5200000000e+00,6.1727400855e-04,-6.1122689687e-04,-9.9020352129e-01,-3.0613973873e-08
1.5300000000e+00,6.1709284837e-04,-6.1106260588e-04,-9.9022798190e-01,-3.0537593079e-08
1.5400000000e+00,6.1691219349e-04,-6.1089876874e-04,-9.9025238144e-01,-3.0461345515e-08
1.5500000000e+00,6.1673204237e-04,-6.1073538406e-04,-9.9027672005e-01,-3.0385266258e-08
1.5600000000e+00,6.1655239348e-04,-6.1057245051e-04,-9.9030099789e-01,-3.0309403275e-08
1.5700000000e+00,6.1637324528e-04,-6.1040996672e-04,-9.9032521511e-01,-3.0233685507e-08
1.5800000000e+00,6.1619459626e-04,-6.1024793135e-04,-9.9034937186e-01,-3.0158194005e-08
1.5900000000e+00,6.1601644488e-04,-6.1008634304e-04,-9.9037346830e-01,-3.0082941530e-08
1.6000000000e+00,6.1583878964e-04,-6.0992520048e-04,-9.9039750457e-01,-3.0007831168e-08
1.6100000000e+00,6.1566162903e-04,-6.0976450231e-04,-9.9042148082e-01,-2.9932882010e-08
1.6200000000e+00,6.1548496154e-04,-6.0960424721e-04,-9.9044539721e-01,-2.9858141348e-08
1.6300000000e+00,6.1530878567e-04,-6.0944443385e-04,-9.9046925389e-01,-2.9783600530e-08
1.6400000000e+00,6.1513309993e-04,-6.0928506092e-04,-9.9049305099e-01,-2.9709197599e-08
1.6500000000e+00,6.1495790283e-04,-6.0912612709e-04,-9.9051678868e-01,-2.9635040030e-08
1.6600000000e+00,6.1478319289e-04,-6.0896763105e-04,-9.9054046710e-01,-2.9561055430e-08
1.6700000000e+00,6.1460896863e-04,-6.0880957150e-04,-9.9056408640e-01,-2.9487213275e-08
1.6800000000e+00,6.1443522858e-04,-6.0865194713e-04,-9.9058764672e-01,-2.9413619363e-08
1.6900000000e+00,6.1426197126e-04,-6.0849475665e-04,-9.9061114821e-01,-2.9340160902e-08
1.7000000000e+00,6.1408919521e-04,-6.0833799875e-04,-9.9063459103e-01,-2.9266909830e-08
1.7100000000e+00,6.1391689898e-04,-6.0818167215e-04,-9.9065797531e-01,-2.9193860371e-08
1.7200000000e+00,6.1374508112e-04,-6.0802577557e-04,-9.9068130120e-01,-2.9120973785e-08
1.7300000000e+00,6.1357374017e-04,-6.0787030771e-04,-9.9070456885e-01,-2.9048227417e-08
1.7400000000e+00,6.1340287469e-04,-6.0771526731e-04,-9.9072777840e-01,-2.8975705540e-08
1.7500000000e+00,6.1323248325e-04,-6.0756065309e-04,-9.9075093000e-01,-2.8903335537e-08
1.7600000000e+00,6.1306256440e-04,-6.0740646378e-04,-9.9077402380e-01,-2.8831157718e-08
1.7700000000e+00,6.1289311673e-04,-6.0725269811e-04,-9.9079705993e-01,-2.8759238470e-08
1.7800000000e+00,6.1272413881e-04,-6.0709935484e-04,-9.9082003855e-01,-2.8687406149e-08
1.7900000000e+00,6.1255562922e-04,-6.0694643270e-04,-9.9084295979e-01,-2.8615743917e-08
1.8000000000e+00,6.1238758655e-04,-6.0679393043e-04,-9.9086582380e-01,-2.8544280190e-08
1.8100000000e+00,6.1222000939e-04,-6.0664184680e-04,-9.9088863072e-01,-2.8473035402e-08
1.8200000000e+00,6.1205289633e-04,-6.0649018056e-04,-9.9091138069e-01,-2.8401982571e-08
1.8300000000e+00,6.1188624598e-04,-6.0633893046e-04,-9.9093407386e-01,-2.8331046644e-08
1.8400000000e+00,6.1172005693e-04,-6.0618809529e-04,-9.9095671037e-01,-2.8260287801e-08
1.8500000000e+00,6.1155432781e-04,-6.0603767379e-04,-9.9097929036e-01,-2.8189724464e-08
1.8600000000e+00,6.1138905723e-04,-6.0588766476e-04,-9.9100181396e-01,-2.8119336991e-08
1.8700000000e+00,6.1122424381e-04,-6.0573806695e-04,-9.9102428133e-01,-2.8049114382e-08
1.8800000000e+00,6.1105988616e-04,-6.0558887917e-04,-9.9104669260e-01,-2.7979101720e-08
1.8900000000e+00,6.1089598293e-04,-6.0544010018e-04,-9.9106904792e-01,-2.7909224171e-08
1.9000000000e+00,6.1073253274e-04,-6.0529172878e-04,-9.9109134741e-01,-2.7839512709e-08
1.9100000000e+00,6.1056953424e-04,-6.0514376377e-04,-9.9111359123e-01,-2.7770062042e-08
1.9200000000e+00,6.1040698606e-04,-6.0499620395e-04,-9.9113577950e-01,-2.7700722060e-08
1.9300000000e+00,6.1024488686e-04,-6.0484904810e-04,-9.9115791238e-01,-2.7631500209e-08
1.9400000000e+00,6.1008323529e-04,-6.0470229505e-04,-9.9117998999e-01,-2.7562520388e-08
1.9500000000e+00,6.0992203000e-04,-6.0455594359e-04,-9.9120201247e-01,-2.7493757500e-08
1.9600000000e+00,6.0976126966e-04,-6.0440999254e-04,-9.9122397997e-01,-2.7425086209e-08
1.9700000000e+00,6.0960095293e-04,-6.0426444073e-04,-9.9124589262e-01,-2.7356593438e-08
1.9800000000e+00,6.0944107849e-04,-6.0411928696e-04,-9.9126775055e-01,-2.7288270536e-08
1.9900000000e+00,6.0928164500e-04,-6.0397453008e-04,-9.9128955391e-01,-2.7220147806e-08
2.0000000000e+00,6.0912265115e-04,-6.0383016889e-04,-9.9131130283e-01,-2.7152210036e-08
2.0100000000e+00,6.0896409563e-04,-6.0368620225e-04,-9.9133299744e-01,-2.7084398502e-08
2.0200000000e+00,6.0880597711e-04,-6.0354262898e-04,-9.9135463789e-01,-2.7016746170e-08
2.0300000000e+00,6.0864829430e-04,-6.0339944793e-04,-9.9137622430e-01,-2.6949290906e-08
2.0400000000e+00,6.0849104590e-04,-6.0325665794e-04,-9.9139775681e-01,-2.6882036038e-08
2.0500000000e+00,6.0833423059e-04,-6.0311425786e-04,-9.9141923556e-01,-2.6814905622e-08
2.0600000000e+00,6.0817784710e-04,-6.0297224654e-04,-9.9144066068e-01,-2.6747926755e-08
2.0700000000e+00,6.0802189413e-04,-6.0283062284e-04,-9.9146203230e-01,-2.6681141397e-08
2.0800000000e+00,6.0786637040e-04,-6.0268938561e-04,-9.9148335056e-01,-2.6614565985e-08
2.0900000000e+00,6.0771127462e-04,-6.0254853373e-04,-9.9150461559e-01,-2.6548105259e-08
2.1000000000e+00,6.0755660552e-04,-6.0240806605e-04,-9.9152582753e-01,-2.6481774648e-08
2.1100000000e+00,6.0740236183e-04,-6.0226798146e-04,-9.9154698650e-01,-2.6415661200e-08
2.1200000000e+00,6.0724854227e-04,-6.0212827882e-04,-9.9156809264e-01,-2.6349746256e-08
2.1300000000e+00,6.0709514560e-04,-6.0198895701e-04,-9.9158914608e-01,-2.6283909476e-08
2.1400000000e+00,6.0694217054e-04,-6.0185001492e-04,-9.9161014695e-01,-2.6218284748e-08
2.1500000000e+00,6.0678961584e-04,-6.0171145143e-04,-9.9163109539e-01,-2.6152865186e-08
2.1600000000e+00,6.0663748026e-04,-6.0157326543e-04,-9.9165199152e-01,-2.6087548212e-08
2.1700000000e+00,6.0648576254e-04,-6.0143545581e-04,-9.9167283547e-01,-2.6022361242e-08
2.1800000000e+00,6.0633446144e-04,-6.0129802147e-04,-9.9169362738e-01,-2.5957418635e-08
2.1900000000e+00,6.0618357573e-04,-6.0116096132e-04,-9.9171436738e-01,-2.5892658882e-08
2.2000000000e+00,6.0603310417e-04,-6.0102427425e-04,-9.9173505559e-01,-2.5827935096e-08
2.2100000000e+00,6.0588304552e-04,-6.0088795917e-04,-9.9175569214e-01,-2.5763460781e-08
2.2200000000e+00,6.0573339858e-04,-6.0075201500e-04,-9.9177627717e-01,-2.5699148670e-08
2.2300000000e+00,6.0558416210e-04,-6.0061644065e-04,-9.9179681080e-01,-2.5634965341e-08
2.2400000000e+00,6.0543533488e-04,-6.0048123503e-04,-9.9181729316e-01,-2.5570980302e-08
2.2500000000e+00,6.0528691571e-04,-6.0034639707e-04,-9.9183772438e-01,-2.5507100841e-08
2.2600000000e+00,6.0513890336e-04,-6.0021192570e-04,-9.9185810458e-01,-2.5443429662e-08
2.2700000000e+00,6.0499129665e-04,-6.0007781984e-04,-9.9187843390e-01,-2.5379912581e-08
2.2800000000e+00,6.0484409436e-04,-5.9994407843e-04,-9.9189871245e-01,-2.5316518843e-08
2.2900000000e+00,6.0469729529e-04,-5.9981070040e-04,-9.9191894038e-01,-2.5253330611e-08
2.3000000000e+00,6.0455089827e-04,-5.9967768469e-04,-9.9193911779e-01,-2.5190281156e-08
2.3100000000e+00,6.0440490208e-04,-5.9954503024e-04,-9.9195924483e-01,-2.5127377248e-08
2.3200000000e+00,6.0425930556e-04,-5.9941273601e-04,-9.9197932161e-01,-2.5064614009e-08
2.3300000000e+00,6.0411410752e-04,-5.9928080093e-04,-9.9199934826e-01,-2.5002021630e-08
2.3400000000e+00,6.0396930677e-04,-5.9914922397e-04,-9.9201932491e-01,-2.4939621989e-08
2.3500000000e+00,6.0382490216e-04,-5.9901800408e-04,-9.9203925168e-01,-2.4877344473e-08
2.3600000000e+00,6.0368089250e-04,-5.9888714022e-04,-9.9205912869e-01,-2.4815248030e-08
2.3700000000e+00,6.0353727663e-04,-5.9875663136e-04,-9.9207895608e-01,-2.4753302803e-08
2.3800000000e+00,6.0339405340e-04,-5.9862647645e-04,-9.9209873396e-01,-2.4691436513e-08
2.3900000000e+00,6.0325122163e-04,-5.9849667448e-04,-9.9211846245e-01,-2.4629803256e-08
2.4000000000e+00,6.0310878018e-04,-5.9836722440e-04,-9.9213814168e-01,-2.4568341753e-08
2.4100000000e+00,6.0296672790e-04,-5.9823812521e-04,-9.9215777178e-01,-2.4506955635e-08
2.4200000000e+00,6.0282506364e-04,-5.9810937588e-04,-9.9217735287e-01,-2.4445736824e-08
2.4300000000e+00,6.0268378626e-04,-5.9798097540e-04,-9.9219688506e-01,-2.4384746500e-08
2.4400000000e+00,6.0254289461e-04,-5.9785292274e-04,-9.9221636848e-01,-2.4323884514e-08
2.4500000000e+00,6.0240238757e-04,-5.9772521691e-04,-9.9223580326e-01,-2.4263113126e-08
2.4600000000e+00,6.0226226399e-04,-5.9759785689e-04,-9.9225518951e-01,-2.4202548129e-08
2.4700000000e+00,6.0212252276e-04,-5.9747084168e-04,-9.9227452735e-01,-2.4142105919e-08
2.4800000000e+00,6.0198316275e-04,-5.9734417028e-04,-9.9229381691e-01,-2.4081817034e-08
2.4900000000e+00,6.0184418284e-04,-5.9721784170e-04,-9.9231305831e-01,-2.4021694238e-08
2.5000000000e+00,6.0170558191e-04,-5.9709185494e-04,-9.9233225166e-01,-2.3961736529e-08
2.5100000000e+00,6.0156735885e-04,-5.9696620900e-04,-9.9235139709e-01,-2.3901928815e-08
2.5200000000e+00,6.0142951255e-04,-5.9684090291e-04,-9.9237049471e-01,-2.3842202147e-08
2.5300000000e+00,6.0129204191e-04,-5.9671593567e-04,-9.9238954465e-01,-2.3782657441e-08
2.5400000000e+00,6.0115494581e-04,-5.9659130631e-04,-9.9240854703e-01,-2.3723299367e-08
2.5500000000e+00,6.0101822317e-04,-5.9646701385e-04,-9.9242750196e-01,-2.3664086399e-08
2.5600000000e+00,6.0088187289e-04,-5.9634305732e-04,-9.9244640956e-01,-2.3604973903e-08
2.5700000000e+00,6.0074589387e-04,-5.9621943573e-04,-9.9246526995e-01,-2.3546008292e-08
2.5800000000e+00,6.0061028504e-04,-5.9609614814e-04,-9.9248408325e-01,-2.3487237526e-08
2.5900000000e+00,6.0047504530e-04,-5.9597319356e-04,-9.9250284957e-01,-2.3428626962e-08
2.6000000000e+00,6.0034017358e-04,-5.9585057103e-04,-9.9252156904e-01,-2.3370104775e-08
2.6100000000e+00,6.0020566879e-04,-5.9572827961e-04,-9.9254024177e-01,-2.3311741901e-08
2.6200000000e+00,6.0007152987e-04,-5.9560631833e-04,-9.9255886787e-01,-2.3253576429e-08
2.6300000000e+00,5.9993775574e-04,-5.9548468623e-04,-9.9257744747e-01,-2.3195483010e-08
2.6400000000e+00,5.9980434534e-04,-5.9536338237e-04,-9.9259598067e-01,-2.3137574551e-08
2.6500000000e+00,5.9967129761e-04,-5.9524240581e-04,-9.9261446760e-01,-2.3079804540e-08
2.6600000000e+00,5.9953861148e-04,-5.9512175559e-04,-9.9263290837e-01,-2.3022147327e-08
2.6700000000e+00,5.9940628590e-04,-5.9500143079e-04,-9.9265130310e-01,-2.2964687953e-08
2.6800000000e+00,5.9927431982e-04,-5.9488143045e-04,-9.9266965189e-01,-2.2907359700e-08
2.6900000000e+00,5.9914271219e-04,-5.9476175364e-04,-9.9268795488e-01,-2.2850166783e-08
2.7000000000e+00,5.9901146196e-04,-5.9464239944e-04,-9.9270621216e-01,-2.2793098207e-08
2.7100000000e+00,5.9888056809e-04,-5.9452336692e-04,-9.9272442385e-01,-2.2736173520e-08
2.7200000000e+00,5.9875002955e-04,-5.9440465514e-04,-9.9274259008e-01,-2.2679402710e-08
2.7300000000e+00,5.9861984529e-04,-5.9428626319e-04,-9.9276071094e-01,-2.2622786217e-08
2.7400000000e+00,5.9849001428e-04,-5.9416819014e-04,-9.9277878656e-01,-2.2566272868e-08
2.7500000000e+00,5.9836053549e-04,-5.9405043508e-04,-9.9279681704e-01,-2.2509940818e-08
2.7600000000e+00,5.9823140791e-04,-5.9393299710e-04,-9.9281480251e-01,-2.2453777185e-08
2.7700000000e+00,5.9810263051e-04,-5.9381587528e-04,-9.9283274307e-01,-2.2397678726e-08
2.7800000000e+00,5.9797420226e-04,-5.9369906872e-04,-9.9285063883e-01,-2.2341722930e-08
2.7900000000e+00,5.9784612216e-04,-5.9358257650e-04,-9.9286848991e-01,-2.2285990397e-08
2.8000000000e+00,5.9771838918e-04,-5.9346639774e-04,-9.9288629642e-01,-2.2230389873e-08
2.8100000000e+00,5.9759100233e-04,-5.9335053152e-04,-9.9290405847e-01,-2.2174838864e-08
2.8200000000e+00,5.9746396060e-04,-5.9323497695e-04,-9.9292177617e-01,-2.2119442285e-08
2.8300000000e+00,5.9733726298e-04,-5.9311973314e-04,-9.9293944962e-01,-2.2064183598e-08
2.8400000000e+00,5.9721090848e-04,-5.9300479920e-04,-9.9295707895e-01,-2.2009105767e-08
2.8500000000e+00,5.9708489609e-04,-5.9289017424e-04,-9.9297466427e-01,-2.1954222777e-08
2.8600000000e+00,5.9695922484e-04,-5.9277585736e-04,-9.9299220567e-01,-2.1899390416e-08
2.8700000000e+00,5.9683389372e-04,-5.9266184770e-04,-9.9300970327e-01,-2.1844662194e-08
2.8800000000e+00,5.9670890175e-04,-5.9254814437e-04,-9.9302715719e-01,-2.1790113717e-08
2.8900000000e+00,5.9658424795e-04,-5.9243474649e-04,-9.9304456752e-01,-2.1735756528e-08
2.9000000000e+00,5.9645993133e-04,-5.9232165319e-04,-9.9306193439e-01,-2.1681496709e-08
2.9100000000e+00,5.9633595093e-04,-5.9220886360e-04,-9.9307925789e-01,-2.1627311497e-08
2.9200000000e+00,5.9621230577e-04,-5.9209637685e-04,-9.9309653813e-01,-2.1573299033e-08
2.9300000000e+00,5.9608899487e-04,-5.9198419207e-04,-9.9311377523e-01,-2.1519456991e-08
2.9400000000e+00,5.9596601728e-04,-5.9187230841e-04,-9.9313096929e-01,-2.1465728302e-08
2.9500000000e+00,5.9584337202e-04,-5.9176072499e-04,-9.9314812042e-01,-2.1412137056e-08
2.9600000000e+00,5.9572105814e-04,-5.9164944096e-04,-9.9316522873e-01,-2.1358658280e-08
2.9700000000e+00,5.9559907467e-04,-5.9153845547e-04,-9.9318229432e-01,-2.1305306734e-08
2.9800000000e+00,5.9547742067e-04,-5.9142776767e-04,-9.9319931729e-01,-2.1252140926e-08
2.9900000000e+00,5.9535609518e-04,-5.9131737670e-04,-9.9321629776e-01,-2.1199085810e-08
3.0000000000e+00,5.9523509724e-04,-5.9120728172e-04,-9.9323323584e-01,-2.1146157814e-08
3.0100000000e+00,5.9511442593e-04,-5.9109748188e-04,-9.9325013162e-01,-2.1093333621e-08
3.0200000000e+00,5.9499408029e-04,-5.9098797635e-04,-9.9326698522e-01,-2.1040684736e-08
3.0300000000e+00,5.9487405938e-04,-5.9087876428e-04,-9.9328379673e-01,-2.0988158086e-08
3.0400000000e+00,5.9475436227e-04,-5.9076984483e-04,-9.9330056627e-01,-2.0935754668e-08
3.0500000000e+00,5.9463498802e-04,-5.9066121718e-04,-9.9331729393e-01,-2.0883489143e-08
3.0600000000e+00,5.9451593571e-04,-5.9055288049e-04,-9.9333397983e-01,-2.0831300334e-08
3.0700000000e+00,5.9439720440e-04,-5.9044483394e-04,-9.9335062407e-01,-2.0779276948e-08
3.0800000000e+00,5.9427879317e-04,-5.9033707669e-04,-9.9336722675e-01,-2.0727436857e-08
3.0900000000e+00,5.9416070111e-04,-5.9022960793e-04,-9.9338378797e-01,-2.0675685698e-08
3.1000000000e+00,5.9404292728e-04,-5.9012242683e-04,-9.9340030784e-01,-2.0624039233e-08
3.1100000000e+00,5.9392547077e-04,-5.9001553258e-04,-9.9341678646e-01,-2.0572536872e-08
3.1200000000e+00,5.9380833068e-04,-5.8990892435e-04,-9.9343322394e-01,-2.0521156528e-08
3.1300000000e+00,5.9369150609e-04,-5.8980260135e-04,-9.9344962038e-01,-2.0469946824e-08
3.1400000000e+00,5.9357499610e-04,-5.8969656275e-04,-9.9346597587e-01,-2.0418854135e-08
3.1500000000e+00,5.9345879979e-04,-5.8959080775e-04,-9.9348229053e-01,-2.0367855819e-08
3.1600000000e+00,5.9334291627e-04,-5.8948533555e-04,-9.9349856446e-01,-2.0317008270e-08
3.1700000000e+00,5.9322734465e-04,-5.8938014533e-04,-9.9351479774e-01,-2.0266268969e-08
3.1800000000e+00,5.9311208402e-04,-5.8927523631e-04,-9.9353099050e-01,-2.0215633691e-08
3.1900000000e+00,5.9299713349e-04,-5.8917060768e-04,-9.9354714283e-01,-2.0165181937e-08
3.2000000000e+00,5.9288249217e-04,-5.8906625865e-04,-9.9356325482e-01,-2.0114856527e-08
3.2100000000e+00,5.9276815918e-04,-5.8896218842e-04,-9.9357932659e-01,-2.0064599170e-08
3.2200000000e+00,5.9265413363e-04,-5.8885839621e-04,-9.9359535822e-01,-2.0014486034e-08
3.2300000000e+00,5.9254041464e-04,-5.8875488122e-04,-9.9361134983e-01,-1.9964550090e-08
3.2400000000e+00,5.9242700133e-04,-5.8865164267e-04,-9.9362730151e-01,-1.9914696964e-08
3.2500000000e+00,5.9231389283e-04,-5.8854867979e-04,-9.9364321335e-01,-1.9864970408e-08
3.2600000000e+00,5.9220108826e-04,-5.8844599178e-04,-9.9365908547e-01,-1.9815378966e-08
3.2700000000e+00,5.9208858675e-04,-5.8834357787e-04,-9.9367491796e-01,-1.9765896659e-08
3.2800000000e+00,5.9197638744e-04,-5.8824143728e-04,-9.9369071091e-01,-1.9716508717e-08
3.2900000000e+00,5.9186448945e-04,-5.8813956924e-04,-9.9370646444e-01,-1.9667303744e-08
3.3000000000e+00,5.9175289194e-04,-5.8803797299e-04,-9.9372217863e-01,-1.9618207572e-08
3.3100000000e+00,5.9164159403e-04,-5.8793664774e-04,-9.9373785358e-01,-1.9569207987e-08
3.3200000000e+00,5.9153059488e-04,-5.8783559274e-04,-9.9375348939e-01,-1.9520357396e-08
3.3300000000e+00,5.9141989362e-04,-5.8773480722e-04,-9.9376908616e-01,-1.9471594514e-08
3.3400000000e+00,5.9130948941e-04,-5.8763429042e-04,-9.9378464399e-01,-1.9423015817e-08
3.3500000000e+00,5.9119938140e-04,-5.8753404158e-04,-9.9380016297e-01,-1.9374518941e-08
3.3600000000e+00,5.9108956874e-04,-5.8743405995e-04,-9.9381564321e-01,-1.9326118546e-08
3.3700000000e+00,5.9098005059e-04,-5.8733434477e-04,-9.9383108479e-01,-1.9277856152e-08
3.3800000000e+00,5.9087082611e-04,-5.8723489528e-04,-9.9384648782e-01,-1.9229715657e-08
3.3900000000e+00,5.9076189446e-04,-5.8713571075e-04,-9.9386185238e-01,-1.9181713166e-08
3.4000000000e+00,5.9065325481e-04,-5.8703679041e-04,-9.9387717859e-01,-1.9133808819e-08
3.4100000000e+00,5.9054490632e-04,-5.8693813354e-04,-9.9389246652e-01,-1.9086043360e-08
3.4200000000e+00,5.9043684817e-04,-5.8683973937e-04,-9.9390771629e-01,-1.9038406573e-08
3.4300000000e+00,5.9032907952e-04,-5.8674160718e-04,-9.9392292797e-01,-1.8990882367e-08
3.4400000000e+00,5.9022159955e-04,-5.8664373623e-04,-9.9393810168e-01,-1.8943451752e-08
3.4500000000e+00,5.9011440744e-04,-5.8654612577e-04,-9.9395323750e-01,-1.8896137596e-08
3.4600000000e+00,5.9000750238e-04,-5.8644877508e-04,-9.9396833552e-01,-1.8848964552e-08
3.4700000000e+00,5.8990088354e-04,-5.8635168343e-04,-9.9398339585e-01,-1.8801868892e-08
3.4800000000e+00,5.8979455010e-04,-5.8625485008e-04,-9.9399841857e-01,-1.8754924554e-08
3.4900000000e+00,5.8968850126e-04,-5.8615827432e-04,-9.9401340379e-01,-1.8708122100e-08
3.5000000000e+00,5.8958273621e-04,-5.8606195540e-04,-9.9402835159e-01,-1.8661414462e-08
3.5100000000e+00,5.8947725415e-04,-5.8596589262e-04,-9.9404326206e-01,-1.8614808743e-08
3.5200000000e+00,5.8937205426e-04,-5.8587008526e-04,-9.9405813531e-01,-1.8568321818e-08
3.5300000000e+00,5.8926713574e-04,-5.8577453258e-04,-9.9407297142e-01,-1.8521983992e-08
3.5400000000e+00,5.8916249780e-04,-5.8567923389e-04,-9.9408777048e-01,-1.8475750530e-08
3.5500000000e+00,5.8905813964e-04,-5.8558418846e-04,-9.9410253259e-01,-1.8429592453e-08
3.5600000000e+00,5.8895406047e-04,-5.8548939559e-04,-9.9411725785e-01,-1.8383543285e-08
3.5700000000e+00,5.8885025948e-04,-5.8539485456e-04,-9.9413194634e-01,-1.8337655991e-08
3.5800000000e+00,5.8874673591e-04,-5.8530056467e-04,-9.9414659815e-01,-1.8291915468e-08
3.5900000000e+00,5.8864348895e-04,-5.8520652522e-04,-9.9416121338e-01,-1.8246240893e-08
3.6000000000e+00,5.8854051782e-04,-5.8511273550e-04,-9.9417579211e-01,-1.8200665013e-08
3.6100000000e+00,5.8843782175e-04,-5.8501919480e-04,-9.9419033445e-01,-1.8155202602e-08
3.6200000000e+00,5.8833539995e-04,-5.8492590245e-04,-9.9420484047e-01,-1.8109851434e-08
3.6300000000e+00,5.8823325164e-04,-5.8483285773e-04,-9.9421931027e-01,-1.8064639378e-08
3.6400000000e+00,5.8813137605e-04,-5.8474005995e-04,-9.9423374395e-01,-1.8019581306e-08
3.6500000000e+00,5.8802977242e-04,-5.8464750842e-04,-9.9424814158e-01,-1.7974592294e-08
3.6600000000e+00,5.8792843996e-04,-5.8455520246e-04,-9.9426250327e-01,-1.7929666231e-08
3.6700000000e+00,5.8782737791e-04,-5.8446314137e-04,-9.9427682910e-01,-1.7884921908e-08
3.6800000000e+00,5.8772658551e-04,-5.8437132446e-04,-9.9429111915e-01,-1.7840251085e-08
3.6900000000e+00,5.8762606199e-04,-5.8427975107e-04,-9.9430537353e-01,-1.7795672744e-08
3.7000000000e+00,5.8752580660e-04,-5.8418842050e-04,-9.9431959232e-01,-1.7751293022e-08
3.7100000000e+00,5.8742581858e-04,-5.8409733207e-04,-9.9433377560e-01,-1.7706994010e-08
3.7200000000e+00,5.8732609716e-04,-5.8400648511e-04,-9.9434792347e-01,-1.7662747626e-08
3.7300000000e+00,5.8722664160e-04,-5.8391587894e-04,-9.9436203601e-01,-1.7618616260e-08
3.7400000000e+00,5.8712745115e-04,-5.8382551290e-04,-9.9437611332e-01,-1.7574666306e-08
3.7500000000e+00,5.8702852506e-04,-5.8373538630e-04,-9.9439015547e-01,-1.7530792176e-08
3.7600000000e+00,5.8692986258e-04,-5.8364549848e-04,-9.9440416257e-01,-1.7486983774e-08
3.7700000000e+00,5.8683146296e-04,-5.8355584878e-04,-9.9441813469e-01,-1.7443328806e-08
3.7800000000e+00,5.8673332548e-04,-5.8346643652e-04,-9.9443207192e-01,-1.7399747334e-08
3.7900000000e+00,5.8663544938e-04,-5.8337726105e-04,-9.9444597436e-01,-1.7356305303e-08
3.8000000000e+00,5.8653783393e-04,-5.8328832171e-04,-9.9445984208e-01,-1.7313037580e-08
3.8100000000e+00,5.8644047840e-04,-5.8319961783e-04,-9.9447367518e-01,-1.7269816376e-08
3.8200000000e+00,5.8634338206e-04,-5.8311114876e-04,-9.9448747373e-01,-1.7226620040e-08
3.8300000000e+00,5.8624654416e-04,-5.8302291385e-04,-9.9450123784e-01,-1.7183622875e-08
3.8400000000e+00,5.8614996399e-04,-5.8293491244e-04,-9.9451496757e-01,-1.7140752723e-08
